rank,tensor,coord,bit_class,bit_index,trial,prompt,clean,corrupt,corrupt_logits_had_nan,EditDist,EditDist_Norm,BLEU,METEOR,BERTScore_F1,ROUGE1_F1,ROUGE2_F1,ROUGEL_F1
1,transformer.wte.weight,"(837, 496)",sign,31,3,The weather today is," very good, and we're going to be able to get some good weather tomorrow.

""We're going to be able to get some good weather tomorrow. We're going to be able to get some good weather tomorrow. We're going to be able to get some good weather tomorrow. We're going to be able to get some good weather tomorrow.

""We're going to be able to get some good weather tomorrow. We're going to be able to get some good weather tomorrow"," , , , and , , but , , . , , is , and . , is . , and is , . . , . is , is and , are , , are and , and are , are . , are are , and and , . are , . Are , , Are , and Are , are respectively , , Is , , or , , respectively , Are . , Are are , Are and , Are respectively , are Are , Are Are , .
 , , were , , Were",True,308.0,0.7264150943396226,1.025708467150259,0.0778816199376947,0.7251044511795044,0.015384615384615385,0.0,0.015384615384615385
1,transformer.wte.weight,"(837, 496)",sign,31,3,The patient should take," a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

"," , , , and , , as , , or , , respectively , , . , ,
 , , etc , , are , , in , , ( , , ), , , for , , if , , then , , otherwise , , have , , do , , will , , should , , would , , what , , how , , why , , when , , where , , which , , whether , , to , , who , , whom , , on , , by , , with",True,341.0,0.7594654788418709,0.4724186878758777,0.02860411899313501,0.7175983190536499,0.037037037037037035,0.0,0.037037037037037035
1,transformer.wte.weight,"(837, 496)",sign,31,3,The bank transfer amount is," not included in the balance sheet.

The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included"," , , , and , , so , , . , , are , , or , , respectively , , ( , , ) , , etc , , all , , in , ,
 , , have , , for , , on , , to , , from , , into , , out , , through , , by , , at , , between , , within , , with , , without , , against , , under , , over , , among , , across , , along , , as",True,390.0,0.752895752895753,0.4312572865610176,0.01019367991845056,0.7138199210166931,0.01680672268907563,0.0,0.01680672268907563
1,transformer.wte.weight,"(837, 496)",sign,31,3,The recommended dose for a child is," 1.5 mg/kg.

The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is"," , , , and , , which , , is , and . , , are , , . , are not , , or , , respectively , , ( , , ), , , have , , etc , , all , , in , , as , , for , , on , , to , , through, , , over, , through , , under, , and through , and all , and are , and ( , ), and , and and , ( ), , and have , all in ,",True,256.0,0.7757575757575758,0.4926407262249432,0.034106412005457026,0.7257400751113892,0.03571428571428572,0.0,0.03571428571428572
1,transformer.wte.weight,"(837, 496)",sign,31,3,The evacuation order status is," being reviewed by the Department of Homeland Security.

The evacuation order was issued by the Department of Homeland Security on July 1, 2017.

The evacuation order was issued by the Department of Homeland Security on July 1, 2017.

The evacuation order was issued by the Department of Homeland Security on July 1, 2017.

The evacuation order was issued by the Department of Homeland Security on July 1, 2017.

The evacuation order was issued by the Department of Homeland Security on July"," , , , and , , respectively , , . , ,
 , , or , , are , , ( , , ), , , etc , , in , , as , , & , , for , , with , , without , , by , , on , , under , , out , , to , , through , , over , , at , , from , , into , , back , , across , , between , , within , , around , , outside , , inside , , above",True,374.0,0.7617107942973523,0.5838768621249747,0.04395604395604395,0.7016235589981079,0.03669724770642202,0.0,0.03669724770642202
1,transformer.wte.weight,"(837, 496)",sign,31,4,The weather today is," very good, and we're going to be able to get some good weather tomorrow.

""We're going to be able to get some good weather tomorrow. We're going to be able to get some good weather tomorrow. We're going to be able to get some good weather tomorrow. We're going to be able to get some good weather tomorrow.

""We're going to be able to get some good weather tomorrow. We're going to be able to get some good weather tomorrow"," very good, and we're going to be able to get some good weather tomorrow.

""We're going into the weekend and we'll be able, hopefully, to get a good start to the season.""

The Reds have been without a win in their last five games, with a 3-1 defeat at home to the Royals on Saturday.
.@RedsReds are in the midst of a 3rd straight winless start. #Reds — RedsNation (@R",True,244.0,0.5754716981132075,23.44902086368449,0.28557132912336536,0.8536674380302429,0.325,0.24050632911392406,0.325
1,transformer.wte.weight,"(837, 496)",sign,31,4,The patient should take," a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

"," a blood test to confirm the diagnosis.

The patient will be given a blood sample and a urine sample.
.
,

.",True,350.0,0.779510022271715,3.8531264315671656,0.16029657477025896,0.8899554014205933,0.2857142857142857,0.22916666666666669,0.2857142857142857
1,transformer.wte.weight,"(837, 496)",sign,31,4,The bank transfer amount is," not included in the balance sheet.

The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included"," not included in the balance sheet.

The bank transfers are not subject to the bank transfer tax.
.
,

. . .

(1) The bank transfer amounts are not included on the balance sheets of the bank.
 (2) The balance sheet of the Bank of England is not subject, in the case of a bank transfer, to the Bank's tax on the amount of the transfer.
:

, . . . (3) The amount of",True,264.0,0.5096525096525096,14.26874881150027,0.3328735577513804,0.8615054488182068,0.5512820512820513,0.3116883116883117,0.5256410256410255
1,transformer.wte.weight,"(837, 496)",sign,31,4,The recommended dose for a child is," 1.5 mg/kg.

The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is"," 1.5 mg/kg.

The recommended dosage for a young child is 2.5 to 3 mg/day.
.
,

.",True,262.0,0.793939393939394,2.4053244985450193,0.15750727615134394,0.884446382522583,0.25263157894736843,0.15053763440860216,0.25263157894736843
1,transformer.wte.weight,"(837, 496)",sign,31,4,The evacuation order status is," being reviewed by the Department of Homeland Security.

The evacuation order was issued by the Department of Homeland Security on July 1, 2017.

The evacuation order was issued by the Department of Homeland Security on July 1, 2017.

The evacuation order was issued by the Department of Homeland Security on July 1, 2017.

The evacuation order was issued by the Department of Homeland Security on July 1, 2017.

The evacuation order was issued by the Department of Homeland Security on July"," being reviewed by the Department of Homeland Security.

The evacuation orders were issued by the U.S. Army Corps of Engineers on July 1, 2017.
.@realDonaldTrump: ""We are going to be able to evacuate our country. We are going back to work. We will be back to our jobs."" pic.twitter.com/QJ4XqXq9XJ — ABC News Politics (@ABCPolitics) July 1. — ABC Politics (@abcpolitics) July 2",True,292.0,0.594704684317719,18.693341440121706,0.2941750751207193,0.8433241248130798,0.31724137931034485,0.22377622377622378,0.31724137931034485
1,transformer.wte.weight,"(837, 496)",sign,31,5,The weather today is," very good, and we're going to be able to get some good weather tomorrow.

""We're going to be able to get some good weather tomorrow. We're going to be able to get some good weather tomorrow. We're going to be able to get some good weather tomorrow. We're going to be able to get some good weather tomorrow.

""We're going to be able to get some good weather tomorrow. We're going to be able to get some good weather tomorrow"," , , , and , , but , , . , , is , and . , is . , and is , . . , . is , is and , are , , are and , and are , are . , are are , and and , . are , . Are , , Are , and Are , are respectively , , Is , , or , , respectively , Are . , Are are , Are and , Are respectively , are Are , Are Are , .
 , , were , , Were",True,308.0,0.7264150943396226,1.025708467150259,0.0778816199376947,0.7251044511795044,0.015384615384615385,0.0,0.015384615384615385
1,transformer.wte.weight,"(837, 496)",sign,31,5,The patient should take," a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

"," , , , and , , as , , or , , respectively , , . , ,
 , , etc , , are , , in , , ( , , ), , , for , , if , , then , , otherwise , , have , , do , , will , , should , , would , , what , , how , , why , , when , , where , , which , , whether , , to , , who , , whom , , on , , by , , with",True,341.0,0.7594654788418709,0.4724186878758777,0.02860411899313501,0.7175983190536499,0.037037037037037035,0.0,0.037037037037037035
1,transformer.wte.weight,"(837, 496)",sign,31,5,The bank transfer amount is," not included in the balance sheet.

The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included"," , , , and , , so , , . , , are , , or , , respectively , , ( , , ) , , etc , , all , , in , ,
 , , have , , for , , on , , to , , from , , into , , out , , through , , by , , at , , between , , within , , with , , without , , against , , under , , over , , among , , across , , along , , as",True,390.0,0.752895752895753,0.4312572865610176,0.01019367991845056,0.7138199210166931,0.01680672268907563,0.0,0.01680672268907563
1,transformer.wte.weight,"(837, 496)",sign,31,5,The recommended dose for a child is," 1.5 mg/kg.

The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is"," , , , and , , which , , is , and . , , are , , . , are not , , or , , respectively , , ( , , ), , , have , , etc , , all , , in , , as , , for , , on , , to , , through, , , over, , through , , under, , and through , and all , and are , and ( , ), and , and and , ( ), , and have , all in ,",True,256.0,0.7757575757575758,0.4926407262249432,0.034106412005457026,0.7257400751113892,0.03571428571428572,0.0,0.03571428571428572
1,transformer.wte.weight,"(837, 496)",sign,31,5,The evacuation order status is," being reviewed by the Department of Homeland Security.

The evacuation order was issued by the Department of Homeland Security on July 1, 2017.

The evacuation order was issued by the Department of Homeland Security on July 1, 2017.

The evacuation order was issued by the Department of Homeland Security on July 1, 2017.

The evacuation order was issued by the Department of Homeland Security on July 1, 2017.

The evacuation order was issued by the Department of Homeland Security on July"," , , , and , , respectively , , . , ,
 , , or , , are , , ( , , ), , , etc , , in , , as , , & , , for , , with , , without , , by , , on , , under , , out , , to , , through , , over , , at , , from , , into , , back , , across , , between , , within , , around , , outside , , inside , , above",True,374.0,0.7617107942973523,0.5838768621249747,0.04395604395604395,0.7016235589981079,0.03669724770642202,0.0,0.03669724770642202
1,transformer.wte.weight,"(837, 496)",exponent,29,1,The weather today is," very good, and we're going to be able to get some good weather tomorrow.

""We're going to be able to get some good weather tomorrow. We're going to be able to get some good weather tomorrow. We're going to be able to get some good weather tomorrow. We're going to be able to get some good weather tomorrow.

""We're going to be able to get some good weather tomorrow. We're going to be able to get some good weather tomorrow"," , , , and , , but , , . , , is , and . , is . , and is , . . , . is , is and , are , , are and , and are , are . , are are , and were , , were , and and , were . , were and , . are , were were , were are , . were , are were , . and , have , , have . , have and , had , , had and , did , , did and",True,304.0,0.7169811320754716,1.0152938344458982,0.10373443983402489,0.7216566801071167,0.015151515151515152,0.0,0.015151515151515152
1,transformer.wte.weight,"(837, 496)",exponent,29,1,The patient should take," a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

"," , , , and , , as , , or , , respectively , , . , ,
 , , etc , , are , , in , , ( , , ), , , for , , if , , then , , otherwise , , is , , has , , does , , would , , should , , might , , could , , may , , will , , do , , which , , what , , how , , why , , when , , where , , to , , who",True,341.0,0.7594654788418709,0.4724186878758777,0.03432494279176201,0.7190119624137878,0.037037037037037035,0.0,0.037037037037037035
1,transformer.wte.weight,"(837, 496)",exponent,29,1,The bank transfer amount is," not included in the balance sheet.

The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included"," , , , and , , so , , . , , are , , or , , respectively , , ( , , ) , , etc , , all , , in , ,
 , , have , , for , , on , , to , , from , , into , , out , , through , , by , , at , , between , , within , , with , , without , , against , , under , , over , , among , , across , , along , , as",True,390.0,0.752895752895753,0.4312572865610176,0.01019367991845056,0.7138199210166931,0.01680672268907563,0.0,0.01680672268907563
1,transformer.wte.weight,"(837, 496)",exponent,29,1,The recommended dose for a child is," 1.5 mg/kg.

The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is"," , , , and , , which , , is , and . , , are , , . , are not , , or , , respectively , , ( , , ), , , have , , etc. , , do , , don , , aren , , haven , , didn , , weren , , but , , were , , had , , hadn , , did , , would , , wouldn , , if , , was , , wasn , , then , , that would , that , ,",True,260.0,0.7878787878787878,0.5025442905774142,0.027359781121751022,0.7290291786193848,0.018518518518518517,0.0,0.018518518518518517
1,transformer.wte.weight,"(837, 496)",exponent,29,1,The evacuation order status is," being reviewed by the Department of Homeland Security.

The evacuation order was issued by the Department of Homeland Security on July 1, 2017.

The evacuation order was issued by the Department of Homeland Security on July 1, 2017.

The evacuation order was issued by the Department of Homeland Security on July 1, 2017.

The evacuation order was issued by the Department of Homeland Security on July 1, 2017.

The evacuation order was issued by the Department of Homeland Security on July"," , , , and , , respectively , , . , ,
 , , or , , are , , ( , , ), , , etc , , in , , as , , & , , for , , with , , without , , by , , on , , under , , out , , to , , through , , over , , at , , from , , into , , back , , across , , between , , within , , outside , , inside , , around , , along",True,371.0,0.7556008146639511,0.5838768621249747,0.04945054945054945,0.7005788087844849,0.03669724770642202,0.0,0.03669724770642202
1,transformer.wte.weight,"(837, 496)",exponent,28,2,The weather today is," very good, and we're going to be able to get some good weather tomorrow.

""We're going to be able to get some good weather tomorrow. We're going to be able to get some good weather tomorrow. We're going to be able to get some good weather tomorrow. We're going to be able to get some good weather tomorrow.

""We're going to be able to get some good weather tomorrow. We're going to be able to get some good weather tomorrow"," , , , and , , but , , . , , is , and . , is . , and is , . . , . is , is and , are , , are and , and are , are . , are are , and were , , were , and and , were . , were and , . are , were were , were are , . were , are were , . and , have , , have . , have and , had , , had and , did , , did and",True,304.0,0.7169811320754716,1.0152938344458982,0.10373443983402489,0.7216566801071167,0.015151515151515152,0.0,0.015151515151515152
1,transformer.wte.weight,"(837, 496)",exponent,28,2,The patient should take," a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

"," , , , and , , as , , or , , respectively , , . , ,
 , , etc , , are , , in , , ( , , ), , , for , , if , , then , , otherwise , , is , , has , , does , , would , , should , , might , , could , , may , , will , , do , , which , , what , , how , , why , , when , , where , , to , , who",True,341.0,0.7594654788418709,0.4724186878758777,0.03432494279176201,0.7190119624137878,0.037037037037037035,0.0,0.037037037037037035
1,transformer.wte.weight,"(837, 496)",exponent,28,2,The bank transfer amount is," not included in the balance sheet.

The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included"," , , , and , , so , , . , , are , , or , , respectively , , ( , , ) , , etc , , all , , in , ,
 , , have , , for , , on , , to , , from , , into , , out , , through , , by , , at , , between , , within , , with , , without , , against , , under , , over , , among , , across , , along , , as",True,390.0,0.752895752895753,0.4312572865610176,0.01019367991845056,0.7138199210166931,0.01680672268907563,0.0,0.01680672268907563
1,transformer.wte.weight,"(837, 496)",exponent,28,2,The recommended dose for a child is," 1.5 mg/kg.

The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is 1.5 mg/kg. The recommended dose for a child is"," , , , and , , which , , is , and . , , are , , . , are not , , or , , respectively , , ( , , ), , , have , , etc. , , do , , don , , aren , , haven , , didn , , weren , , but , , were , , had , , hadn , , did , , would , , wouldn , , if , , was , , wasn , , then , , that would , that , ,",True,260.0,0.7878787878787878,0.5025442905774142,0.027359781121751022,0.7290291786193848,0.018518518518518517,0.0,0.018518518518518517
1,transformer.wte.weight,"(837, 496)",exponent,28,2,The evacuation order status is," being reviewed by the Department of Homeland Security.

The evacuation order was issued by the Department of Homeland Security on July 1, 2017.

The evacuation order was issued by the Department of Homeland Security on July 1, 2017.

The evacuation order was issued by the Department of Homeland Security on July 1, 2017.

The evacuation order was issued by the Department of Homeland Security on July 1, 2017.

The evacuation order was issued by the Department of Homeland Security on July"," , , , and , , respectively , , . , ,
 , , or , , are , , ( , , ), , , etc , , in , , as , , & , , for , , with , , without , , by , , on , , under , , out , , to , , through , , over , , at , , from , , into , , back , , across , , between , , within , , outside , , inside , , around , , along",True,371.0,0.7556008146639511,0.5838768621249747,0.04945054945054945,0.7005788087844849,0.03669724770642202,0.0,0.03669724770642202
1,transformer.wte.weight,"(837, 496)",exponent,28,3,The weather today is," very good, and we're going to be able to get some good weather tomorrow.

""We're going to be able to get some good weather tomorrow. We're going to be able to get some good weather tomorrow. We're going to be able to get some good weather tomorrow. We're going to be able to get some good weather tomorrow.

""We're going to be able to get some good weather tomorrow. We're going to be able to get some good weather tomorrow"," , , , and , , but , , . , , is , and . , is . , and is , . . , . is , is and , are , , are and , and are , are . , are are , and were , , were , and and , were . , were and , . are , were were , were are , . were , are were , . and , have , , have . , have and , had , , had and , did , , did and",True,304.0,0.7169811320754716,1.0152938344458982,0.10373443983402489,0.7216566801071167,0.015151515151515152,0.0,0.015151515151515152
1,transformer.wte.weight,"(837, 496)",exponent,28,3,The patient should take," a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

The patient should be given a blood test to confirm the diagnosis.

"," , , , and , , as , , or , , respectively , , . , ,
 , , etc , , are , , in , , ( , , ), , , for , , if , , then , , otherwise , , is , , has , , does , , would , , should , , might , , could , , may , , will , , do , , which , , what , , how , , why , , when , , where , , to , , who",True,341.0,0.7594654788418709,0.4724186878758777,0.03432494279176201,0.7190119624137878,0.037037037037037035,0.0,0.037037037037037035
1,transformer.wte.weight,"(837, 496)",exponent,28,3,The bank transfer amount is," not included in the balance sheet.

The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included in the balance sheet. The bank transfer amount is not included"," , , , and , , so , , . , , are , , or , , respectively , , ( , , ) , , etc , , all , , in , ,
 , , have , , for , , on , , to , , from , , into , , out , , through , , by , , at , , between , , within , , with , , without , , against , , under , , over , , among , , across , , along , , as",True,390.0,0.752895752895753,0.4312572865610176,0.01019367991845056,0.7138199210166931,0.01680672268907563,0.0,0.01680672268907563
